"id","Survey","Race","Gender","Education","Age_Group","Region","quota_cohort","LikelyVote","PartyAffiliate","survey_weight","Question1_Version","Experiment1_Question","Question2_Version","Experiment2_Question","EconomicConditions","EconomicExpect","CoronaWorry","CoronaChange","CoronaWork"
1886,"Political Survey","White","Male","Some College or Associate","35-44","Northeast","Northeast::35-44::Male","Likely will vote","Democratic Party",0.685948033629868,"Version A","100","Version A","C","Only Fair","Get worse",NA,NA,NA
1887,"Political Survey","Hispanic","Male","College Grad","65+","West","West::65+::Male","Definitely will vote","Democratic Party",1.71897810578022,"Version A","100","Version A","A","Good","Get worse",NA,NA,NA
1888,"Political Survey","White","Male","Some College or Associate","35-44","West","West::35-44::Male","Definitely will vote","Democratic Party",1.00605375513818,"Version A","100","Version A","A","Poor","Get worse",NA,NA,NA
1889,"Political Survey","White","Male","Some College or Associate","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Republican Party",0.785977552021026,NA,NA,"Version B","C","Good","Stay about the same",NA,NA,NA
1890,"Coronavirus Survey","White","Male","Some College or Associate","18-34","Midwest","Midwest::18-34::Male","Definitely will vote","Republican Party",1.08595261557615,"Version A","100","Version A","A","Good","Improve","Somewhat worried","Yes, changing routines or plans","Working from home"
1891,"Political Survey","White","Male","Some College or Associate","45-64","Northeast","Northeast::45-64::Male","Definitely will vote","Republican Party",0.785977552021026,"Version B","20000","Version B","C","Only Fair","Get worse",NA,NA,NA
1892,"Coronavirus Survey","White","Female","HS or Less","35-44","West","West::35-44::Female","Likely will vote","Republican Party",1.00451985572901,"Version A","100","Version A","A","Only Fair","Stay about the same","Not too worried","No, not changing routines or plans","Not changed"
1893,"Political Survey","Black or African American","Female","Post-Grad","65+","West","West::65+::Female","Definitely will vote","Democratic Party",0.822425188378037,"Version B","10000000000","Version B","C","Poor","Get worse",NA,NA,NA
1894,"Political Survey","White","Male","College Grad","65+","West","West::65+::Male","Definitely will vote","Republican Party",0.946285697033611,"Version B","10000000000","Version B","C","Good","Improve",NA,NA,NA
1895,"Coronavirus Survey","Black or African American","Male","College Grad","65+","Northeast","Northeast::65+::Male","Definitely will vote","Democratic Party",0.522127613980962,"Version B","100","Version A","A","Only Fair","Stay about the same","Somewhat worried","Yes, changing routines or plans","Hours cut back"
1896,"Coronavirus Survey","White","Female","HS or Less","18-34","South","South::18-34::Female","Likely will not vote","Independent or another party",1.07719885416449,"Version B","10","Version B","B","Good","Don't know","Very worried","Yes, changing routines or plans","Other change"
1897,"Coronavirus Survey","White","Male","Some College or Associate","65+","West","West::65+::Male","Definitely will vote","Republican Party",1.22579114699047,"Version A","100","Version A","A","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
1898,"Political Survey","White","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will vote","Republican Party",0.861094997881394,"Version B","100","Version A","B","Good","Improve",NA,NA,NA
1899,"Coronavirus Survey","Hispanic","Female","Post-Grad","18-34","West","West::18-34::Female","Definitely will vote","Democratic Party",1.41242289472114,"Version A","100","Version A","A","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Working from home"
1900,"Coronavirus Survey","White","Female","Some College or Associate","35-44","Midwest","Midwest::35-44::Female","Likely will vote","Republican Party",0.766679362353337,"Version B","1000","Version B","C","Only Fair","Stay about the same","Not too worried","Yes, changing routines or plans","Hours cut back"
1901,"Coronavirus Survey","White","Female","College Grad","18-34","Midwest","Midwest::18-34::Female","Definitely will vote","Republican Party",0.545694503201539,"Version A","100","Version B","C","Only Fair","Don't know","Somewhat worried","Yes, changing routines or plans","Working from home"
1902,"Coronavirus Survey","White","Female","College Grad","18-34","South","South::18-34::Female","Likely will not vote","Independent or another party",0.668176097339066,"Version B","10000000","Version A","A","Poor","Don't know","Somewhat worried","Yes, changing routines or plans","Working from home"
1903,"Political Survey","White","Male","Post-Grad","35-44","Northeast","Northeast::35-44::Male","Definitely will vote","Republican Party",0.64356834499811,"Version A","100","Version B","C","Poor","Get worse",NA,NA,NA
1904,"Political Survey","White","Male","College Grad","45-64","South","South::45-64::Male","Definitely will vote","Republican Party",0.720827036371313,"Version A","100","Version B","C","Only Fair","Get worse",NA,NA,NA
1905,"Political Survey","White","Female","Post-Grad","45-64","South","South::45-64::Female","Definitely will vote","Republican Party",0.76246819078539,"Version A","100","Version B","C","Good","Improve",NA,NA,NA
1906,"Political Survey","Black or African American","Female","HS or Less","18-34","Midwest","Midwest::18-34::Female","Definitely will not vote","Democratic Party",0.896900674503503,"Version A","7","Version A","B","Poor","Get worse",NA,NA,NA
1907,"Coronavirus Survey","White","Female","Post-Grad","35-44","South","South::35-44::Female","Definitely will vote","Republican Party",0.770981346782639,"Version B","1000000","Version B","C","Good","Stay about the same","Not too worried","Yes, changing routines or plans","Laid off"
1908,"Coronavirus Survey","White","Female","Some College or Associate","35-44","Midwest","Midwest::35-44::Female","Likely will not vote","Independent or another party",0.766679362353337,"Version B","10000000000","Version A","A","Poor","Stay about the same","Very worried","Yes, changing routines or plans","Not changed"
1909,"Coronavirus Survey","White","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will vote","Republican Party",0.861094997881394,"Version B","1000","Version A","B","Only Fair","Improve","Not too worried","Yes, changing routines or plans","Not changed"
1910,"Coronavirus Survey","White","Male","College Grad","45-64","South","South::45-64::Male","Definitely will vote","Independent or another party",0.720827036371313,"Version B","1400","Version B","B","Good","Stay about the same","Somewhat worried","Yes, changing routines or plans","Other change"
1911,"Political Survey","Hispanic","Female","HS or Less","45-64","Northeast","Northeast::45-64::Female","Likely will vote","Democratic Party",1.49616073781966,"Version B","1000",NA,NA,"Good","Don't know",NA,NA,NA
1912,"Political Survey","Black or African American","Male","Some College or Associate","18-34","Midwest","Midwest::18-34::Male","Definitely will not vote","Independent or another party",1.10713530477343,"Version B","10000000000","Version B","C","Poor","Get worse",NA,NA,NA
1913,"Coronavirus Survey","White","Male","College Grad","45-64","West","West::45-64::Male","Definitely will vote","Independent or another party",0.665741666185432,"Version A","100","Version A","A","Poor","Get worse","Very worried","Yes, changing routines or plans","Working from home"
1914,"Political Survey","White","Female","College Grad","18-34","Northeast","Northeast::18-34::Female","Likely will vote","Republican Party",0.561196061788812,"Version A","70","Version B","B","Only Fair","Improve",NA,NA,NA
1915,"Political Survey","Hispanic","Female","Some College or Associate","18-34","West","West::18-34::Female","Definitely will vote","Democratic Party",1.50543250739068,"Version A","1000","Version A","C","Poor","(Vol. DK/Refuse)",NA,NA,NA
1916,"Political Survey","White","Female","Post-Grad","65+","South","South::65+::Female","Definitely will vote","Republican Party",0.807894265313555,"Version A","100","Version B","A","Good","Improve",NA,NA,NA
1917,"Coronavirus Survey","White","Male","Some College or Associate","18-34","South","South::18-34::Male","Likely will vote","Republican Party",1.85561253706371,"Version B","5","Version A","A","Excellent","Get worse","Not too worried","Yes, changing routines or plans","Switched jobs"
1918,"Coronavirus Survey","White","Male","HS or Less","45-64","South","South::45-64::Male","Definitely will vote","Republican Party",1.16207996772435,"Version B","200","Version A","A","Poor","Stay about the same","Somewhat worried","Yes, changing routines or plans","Not changed"
1919,"Political Survey","White","Male","HS or Less","45-64","South","South::45-64::Male","Definitely will vote","Republican Party",1.16207996772435,"Version A","1000","Version B","C","Excellent","Improve",NA,NA,NA
1920,"Coronavirus Survey","White","Female","HS or Less","18-34","Midwest","Midwest::18-34::Female","Definitely will vote","Republican Party",0.879740379689558,"Version A","100","Version A","C","Poor","Get worse","Somewhat worried","Yes, changing routines or plans","Laid off"
1921,"Political Survey","White","Male","Some College or Associate","18-34","Midwest","Midwest::18-34::Male","Likely will vote","Democratic Party",1.08595261557615,"Version A","100","Version B","C","Good","Stay about the same",NA,NA,NA
1922,"Political Survey","Black or African American","Female","HS or Less","18-34","Midwest","Midwest::18-34::Female","Definitely will vote","Democratic Party",0.896900674503503,"Version B","6","Version A","B","Only Fair","Get worse",NA,NA,NA
1923,"Political Survey","White","Male","Some College or Associate","18-34","Northeast","Northeast::18-34::Male","Likely will vote","Independent or another party",1.26814988391554,"Version B","1000","Version A","C","Poor","Get worse",NA,NA,NA
1924,"Coronavirus Survey","White","Male","Some College or Associate","65+","Midwest","Midwest::65+::Male","Definitely will vote","Republican Party",0.919856792350644,"Version B","1000","Version A","C","Excellent","Stay about the same","Very worried","Yes, changing routines or plans","Hours cut back"
1925,"Political Survey","White","Male","Post-Grad","65+","South","South::65+::Male","Definitely will vote","Republican Party",0.969434340867509,"Version B","2","Version A","C","Poor","Improve",NA,NA,NA
1926,"Coronavirus Survey","White","Female","HS or Less","35-44","Northeast","Northeast::35-44::Female","Likely will vote","Democratic Party",0.892647489927586,"Version A","3","Version B","B","Only Fair","Stay about the same","Very worried","Yes, changing routines or plans","Hours increased"
1927,"Coronavirus Survey","White","Male","HS or Less","45-64","Midwest","Midwest::45-64::Male","Definitely will vote","Independent or another party",1.20479958406647,"Version B","1000000000","Version A","A","Poor","Get worse","Somewhat worried","No, not changing routines or plans","Not changed"
